f1,f2,card_name,fight_date,fights_location,fight_url
Felipe dos Santos,Victor Altamirano,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/93ddc6b233d1956a
Muhammad Naimov,Erik Silva,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/50dae6b76c9c6490
Ilia Topuria,Alexander Volkanovski,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/bec3154a11df3299
Robert Whittaker,Paulo Costa,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/01432891260084a4
Ian Machado Garry,Geoff Neal,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/8fb0092430448368
Merab Dvalishvili,Henry Cejudo,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/9785420602b452f7
Anthony Hernandez,Roman Kopylov,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/f87a3fa07f0009c9
Amanda Lemos,Mackenzie Dern,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/2aeb3ec2d8c05dc8
Marcos Rogerio de Lima,Junior Tafa,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/1456a3f96ac7e35b
Rinya Nakamura,Carlos Vera,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/e92fb5c609e20b49
Zhang Mingyang,Brendson Ribeiro,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/aeb3e4d9710207a4
Danny Barlow,Josh Quinlan,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/ef13ed466e0b42d8
Oban Elliott,Val Woodburn,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/9ddaa62cc806958d
Miranda Maverick,Andrea Lee,UFC 298: Volkanovski vs. Topuria,"February 17, 2024","Anaheim, California, USA",http://www.ufcstats.com/fight-details/b7d238437d6644ce
Jack Hermansson,Joe Pyfer,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/406f2aacd1d1faf9
Dan Ige,Andre Fili,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/25259e230be9cdc9
Ihor Potieria,Robert Bryczek,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/17050a7b673dc49d
Gregory Rodrigues,Brad Tavares,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e7938bac3ec8b442
Michael Johnson,Darrius Flowers,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5304956aada097e8
Rodolfo Vieira,Armen Petrosyan,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9d8473ae274ed625
Carlos Prates,Trevin Giles,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/246fef4b19c3a7ed
Bolaji Oki,Timmy Cuamba,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/edf46d6962be7e8d
Loma Lookboonmee,Bruna Brasil,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c3986c1a56a6e94d
Marcin Prachnio,Devin Clark,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/dbfd7616dec2b6d5
Max Griffin,Jeremiah Wells,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/08f7a60bd84a6b3c
Bogdan Guskov,Zac Pauga,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ad26bf55ff201f4f
Hyder Amil,Fernie Garcia,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/478a637045ad49fb
Daniel Marcos,Aoriqileng,UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6cd542650d886c22
Nassourdine Imavov,Roman Dolidze,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/767ceb4a0cb43ade
Renato Moicano,Drew Dober,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/733e675fd7c0052a
Randy Brown,Muslim Salikhov,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/af6d56860ba4d259
Natalia Silva,Viviane Araujo,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7b1882dc76786d77
Aliaskhab Khizriev,Makhmud Muradov,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/415ea2520b7ba720
Charles Radtke,Gilbert Urbina,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/330d86bfaa4155fe
Molly McCann,Diana Belbita,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d4ace70b3661ee6c
Charles Johnson,Azat Maksum,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ca7d61e167d7789c
Themba Gorimbo,Pete Rodriguez,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4cff9aeef3ac75c1
JeongYeong Lee,Blake Bilder,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e1930496b33fa636
Luana Carolina,Julija Stoliarenko,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c28d40498150de90
MarQuel Mederos,Landon Quinones,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e396c509fb47b037
Jamal Pogues,Thomas Petersen,UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/df9847839c73a678
Dricus Du Plessis,Sean Strickland,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/14e53999507c76a7
Raquel Pennington,Mayra Bueno Silva,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/faf15b752fb8924c
Neil Magny,Mike Malott,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/97817609ed46baa0
Chris Curtis,Marc-Andre Barriault,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/ba5005d1116fa45f
Movsar Evloev,Arnold Allen,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/1a7cd191f0cf160c
Garrett Armfield,Brad Katona,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/670e4754d8d3d172
Sean Woodson,Charles Jourdain,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/331ddc1141e934d1
Ramon Taveras,Serhiy Sidey,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/43d90683078fcee5
Gillian Robertson,Polyana Viana,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/dff2685afd98ed9e
Sam Patterson,Yohan Lainesse,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/a10e2d5416972b9c
Jasmine Jasudavicius,Priscila Cachoeira,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
Jimmy Flick,Malcolm Gordon,UFC 297: Strickland vs. Du Plessis,"January 20, 2024","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/ab105e5a56b5ee90
Magomed Ankalaev,Johnny Walker,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f2b407019b2a5c15
Jim Miller,Gabriel Benitez,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
Mario Bautista,Ricky Simon,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a8239866e1222eae
Brunno Ferreira,Phil Hawes,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d0d99889c6abd8e1
Waldo Cortes-Acosta,Andrei Arlovski,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
Preston Parsons,Matthew Semelsberger,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5f622d812b8f407f
Marcus McGhee,Gaston Bolanos,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/03de7404decde12f
Farid Basharat,Taylor Lapilus,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/477c3b9de012e4b3
Jean Silva,Westin Wilson,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0494ebcee93e717b
Nikolas Motta,Tom Nolan,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5344e76e26503716
Joshua Van,Felipe Bunes,UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fd29123ff92789e4
Leon Edwards,Colby Covington,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
Alexandre Pantoja,Brandon Royval,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4896b36f1333d25c
Shavkat Rakhmonov,Stephen Thompson,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1efc813ccd7a5aba
Paddy Pimblett,Tony Ferguson,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ac8628d945a78b03
Josh Emmett,Bryce Mitchell,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3b21a9f48bac4a44
Alonzo Menifield,Dustin Jacoby,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/521a0e016878d174
Irene Aldana,Karol Rosa,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/609d994bfe440ec3
Cody Garbrandt,Brian Kelleher,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f8a8871d167fc929
Ariane da Silva,Casey O'Neill,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c442899c21d58779
Tagir Ulanbekov,Cody Durden,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4ec249e549309b16
Andre Fili,Lucas Almeida,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/abb6e2169ba580d2
Shamil Gaziev,Martin Buday,UFC 296: Edwards vs. Covington,"December 16, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fce6522f42b48f18
Song Yadong,Chris Gutierrez,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f9ec8bedc15ece93
Khalil Rountree Jr.,Anthony Smith,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/91093a019d32af2e
Nasrat Haqparast,Jamie Mullarkey,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/acc57a9c114b694a
Tim Elliott,Sumudaerji,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fbedeb4e4b019b94
Andre Muniz,JunYong Park,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1afc4f372a125c74
Kevin Jousset,Song Kenan,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3adab28c5c6a9254
HyunSung Park,Shannon Ross,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/35addc4646509286
Steve Garcia,Melquizael Costa,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5ac1725f775c6f00
Luana Santos,Stephanie Egger,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5a6e894e4b6cc703
Tatsuro Taira,Carlos Hernandez,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/84f6de7c99779e5f
Talita Alencar,Rayanne dos Santos,UFC Fight Night: Song vs. Gutierrez,"December 09, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/acde7c89bd724af8
Arman Tsarukyan,Beneil Dariush,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/9feb9500b0fedfcd
Jalin Turner,Bobby Green,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/03eecf1926d9c77c
Deiveson Figueiredo,Rob Font,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/246d06693b5ca1e8
Sean Brady,Kelvin Gastelum,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/39c4ae4624052f9f
Joaquim Silva,Clay Guida,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/20bfa549cb2cabe7
Dustin Stoltzfus,Punahele Soriano,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/02713b2d25f74d43
Miesha Tate,Julia Avila,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/626c82ed45fdcf59
Cody Brundage,Zach Reese,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/0320a6a967069571
Drakkar Klose,Joe Solecki,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/d0602cdc04d2c159
Rodolfo Bellato,Ihor Potieria,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/0dc2fc8d39e226a3
Jared Gooden,Wellington Turman,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/32813f5f46f045e8
Veronica Hardy,Jamey-Lyn Horth,UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023","Austin, Texas, USA",http://www.ufcstats.com/fight-details/d0ac2cc5c57c4e66
Brendan Allen,Paul Craig,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7990b6716a53b2cd
Michael Morales,Jake Matthews,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/73ebbfb998edc1f1
Chase Hooper,Jordan Leavitt,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5be63144ac46f97e
Payton Talbott,Nick Aguirre,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2ae243f518948794
Amanda Ribas,Luana Pinheiro,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/bd4d2522cb0d1a23
Myktybek Orolbai,Uros Medic,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b210b99d9c1c9196
Joanderson Brito,Jonathan Pearce,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/62b64802ea49e2fd
Jose Johnson,Chad Anheliger,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c1aef0f60a5b62e3
Christian Leroy Duncan,Denis Tiuliulin,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/16109688429c09de
Mick Parkin,Caio Machado,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/36f10b949b935b8c
Jeka Saragih,Lucas Alexander,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f0fe73e650b746f2
Ailin Perez,Lucie Pudilova,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6997693d552600dd
Trey Ogden,Nikolas Motta,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6e5a3d6b6ed84ac3
Rafael Estevam,Charles Johnson,UFC Fight Night: Allen vs. Craig,"November 18, 2023","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9abf0b60a44a82d1
Alex Pereira,Jiri Prochazka,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/b1f2ec122beda7a5
Tom Aspinall,Sergei Pavlovich,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/db49619221b282af
Jessica Andrade,Mackenzie Dern,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/6fd67582d8adb1c7
Benoit Saint Denis,Matt Frevola,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/9fe98de1eac21f2e
Diego Lopes,Pat Sabatini,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/128ab9aa4802c73f
Steve Erceg,Alessandro Costa,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/5704e73f91b9e7f7
Loopy Godinez,Tabatha Ricci,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/a0362d60d2e1db0d
Mateusz Rebecki,Roosevelt Roberts,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/480c4dbd2e792d86
Nazim Sadykhov,Viacheslav Borshchev,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/83a0fff04494bfc4
Jared Gordon,Mark Madsen,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/4c025d1fff9e9fce
John Castaneda,Kyung Ho Kang,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/57333b7bff20ece0
Joshua Van,Kevin Borjas,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
Jamall Emmers,Dennis Buzukja,UFC 295: Prochazka vs. Pereira,"November 11, 2023","New York City, New York, USA",http://www.ufcstats.com/fight-details/1cf69de0eea46877
